Site_ID,Site_Type,Site_Name,State,Latitude,Longitude,Lat_Long_Datum,Lat_Long_Source,Elevation_in_Meters,Elevation_Source,Degree_of_Development_Surrounding_Site,Landscape_Description,Proximity_to_Road,Proximity_to_Permanent_Water,Area_of_Site,Type_of_Forest_at_Site,Presence_of_Slope,Location_Relative_to_Slope,Slope_Aspect,Presence_of_Domesticated_Cats,Presence_of_Domesticated_Dogs,Presence_of_Domesticated_Animals,Presence_of_Garden,Presence_of_Bird_Feeder,Presence_of_Nesting_Box,Presence_of_Fruit,Presence_of_Birdbath,Presence_of_Other_Features_Designed_to_Attract_Animals,Site_Comments,Site_Registration_Date
16247,Personal,Walker's Apiary,DE,39.708984,-75.779984,WGS84,Google Maps,79,Auto-USGS-WebService,Suburban,Forest or woodland,50 yd,25 yd,0.5 ac,,,,,,,,-1,,,,,,Adjacent to Nature Preserve,2013-11-30
16249,Personal,Home,MA,42.226158,-71.327866,WGS84,Google Maps,68,Auto-USGS-WebService,Rural,,,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,1,,,,,,,2013-12-01
16257,Group,Teatown Lake Reservation,NY,41.211025,-73.826889,WGS84,Google Maps,696,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2013-12-03
16259,Personal,School campus,NC,35.533974,-82.664558,WGS84,Google Maps,675,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2013-12-03
16270,Personal,NYBG Museum Building,NY,40.86668,-73.878731,WGS84,Google Maps,28,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2013-12-06
16356,Personal,Home,MN,45.317341,-93.821838,WGS84,Google Maps,274,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",40 ft,600 ft,0.6 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,1,,1,1,1,,1,,"Birdbath in warm seasons only.  Hanging hummingbird feeders in warm season.  Hanging seed feeders and suet feeders in winter.Nest box for House Wrens, also used by Chickadees.",2014-01-01
16360,Personal,NYBG HGC and Conservatory Drive,NY,40.865631,-73.882217,WGS84,Google Maps,24,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-01-02
16361,Personal,NYBG Azalea Garden,NY,40.860531,-73.878441,WGS84,Google Maps,27,Auto-USGS-WebService,Other (please describe in comments box),"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2014-01-02
16374,Group,CCA Oakland Deciduous Trees,CA,37.835827,-122.25074,WGS84,Google Maps,56,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",1 ft,450 yd,4 ac,,,,,,,,-1,,,,,,,2014-01-07
16404,Personal,"TCCD, SE Campus",TX,32.638493,-97.071976,WGS84,Google Maps,174,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,0.5 mi,4 ac,,,,,,,,-1,,,,,,This is a Community College.  It is landscaped.  Many of the plants are 5-20 feet from a parking lot.,2014-01-15
16417,Personal,North Woods Highlands,NY,40.798607,-73.95639,WGS84,Google Maps,28,Auto-USGS-WebService,Urban,Forest or woodland,60 yd,200 yd,20 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,Northeast,,,,0,,,,,,,2014-01-17
16449,Personal,Museum Building,NY,40.865597,-73.879211,WGS84,Google Maps,22,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,,,,,,,,,,-1,,,,,,,2014-01-21
16454,Group,Vassar College Ecological Preserve,NY,41.667408,-73.895546,WGS84,Google Maps,41,Auto-USGS-WebService,Suburban,Other (please describe in comments box),,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-01-22
16456,Personal,NYBG Azalea Garden,NY,40.863785,-73.878464,WGS84,Google Maps,29,Auto-USGS-WebService,,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,,,,,,,,,,-1,,,,,,,2014-01-22
16508,Group,Old Hickory-Bluebird Trail,WI,43.052647,-89.322929,WGS84,Google Maps,261,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-01-28
16525,Personal,School,VA,37.230408,-80.420258,WGS84,Google Maps,637,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-01-30
16539,Personal,Nargundkar Property,GA,33.884193,-84.274323,WGS84,Google Maps,285,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,1 mi,0.33 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",,South,1,1,,1,1,1,,1,,,2014-01-31
16546,Group,Addison Middle School,VA,37.283802,-79.947594,WGS84,Google Maps,301,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",25 ft,0.5 mi,5.5 ac,,,,,,,,-1,,,,,,,2014-02-01
16567,Personal,My School,VA,37.230717,-80.420113,WGS84,Google Maps,639,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-03
16580,Personal,My Backyard and Garden,KY,37.481918,-82.51989,WGS84,Google Maps,221,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-04
16608,Group,Patrick Henry HS,VA,37.254868,-79.986374,WGS84,Google Maps,321,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",2 yd,2 mi,8 ac,,,,,,,,-1,,,,,,,2014-02-05
16609,Group,Crystal Spring ES,VA,37.244373,-79.95179,WGS84,Google Maps,302,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 yd,4 mi,1 ac,,,,,,,,-1,,,,,,,2014-02-05
16621,Personal,School,VA,37.222591,-80.420509,WGS84,Google Maps,637,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-06
16623,Personal,Virginia Tech campus,VA,37.228825,-80.420433,WGS84,Google Maps,624,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-06
16635,Group,Fairview ES,VA,37.286224,-79.996513,WGS84,Google Maps,320,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",200 yd,2 mi,5 ac,,,,,,,,-1,,,,,,,2014-02-06
16637,Group,Oakwood Drive,VA,37.254807,-79.963844,WGS84,Google Maps,299,Auto-USGS-WebService,,,10 yd,2 mi,3 ft2,,,,,,,,-1,,,,,,,2014-02-06
16639,Group,Fern Park Area,VA,37.238335,-79.94516,WGS84,Google Maps,353,Auto-USGS-WebService,Suburban,Forest or woodland,100 yd,1 mi,15 ac,,,,,,,,-1,,,,,,,2014-02-06
16642,Group,Somerset Street,VA,37.237389,-79.958565,WGS84,Google Maps,358,Auto-USGS-WebService,Suburban,Forest or woodland,200 yd,50 yd,15 ac,,,,,,,,-1,,,,,,,2014-02-06
16644,Group,Blue Hills,VA,37.30872,-79.890617,WGS84,Google Maps,335,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 yd,2 mi,50 ac,,,,,,,,-1,,,,,,,2014-02-06
16645,Group,Five Oaks,VA,37.189873,-80.088455,WGS84,Google Maps,492,Auto-USGS-WebService,Rural,Other (please describe in comments box),0.25 mi,0.25 mi,30 ac,,,,,,,,-1,,,,,,Mixed forest and farmland,2014-02-06
16657,Personal,VT Campus,VA,37.229572,-80.41394,WGS84,Google Maps,631,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-07
16665,Personal,Tok School ,AK,63.327789,-142.985748,WGS84,Google Maps,500,Auto-USGS-WebService,Rural,Forest or woodland,20 ft,,,,,,,,,,-1,,,,,,,2014-02-07
16673,Personal,"Upper Quad, VT",VA,37.232262,-80.419411,WGS84,Google Maps,637,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-08
16677,Personal,"Upper Quad, VT",VA,37.232399,-80.419708,WGS84,Google Maps,636,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-08
16679,Group,Fairview Cemetery,VA,37.288376,-79.991364,WGS84,Google Maps,333,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,0.78 mi,13.57 ac,,,,,,,,-1,,,,,,,2014-02-09
16685,Personal,yard,CA,34.632343,-120.114731,WGS84,Google Maps,197,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-10
16688,Personal,campus,VA,37.233208,-80.424484,WGS84,Google Maps,622,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-10
16696,Personal,Yard,MN,44.65258,-93.632935,WGS84,Google Maps,281,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",700 ft,1 mi,2 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,North,,,,1,1,1,1,1,,,2014-02-11
16699,Personal,Woods,MN,44.652939,-93.631256,WGS84,Google Maps,281,Google Elevation Service,Suburban,Forest or woodland,400 ft,1 mi,4.5 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,Southwest,,,,0,,1,,,brush piles,,2014-02-11
16707,Personal,school ,VA,37.22897,-80.420212,WGS84,Google Maps,625,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-11
16729,Personal,Virginia Tech Campus,VA,37.224335,-80.417458,WGS84,Google Maps,639,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 yd,0.5 mi,700 sqyd,"Mostly evergreen trees (for example, pine or live oak)","No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2014-02-16
16733,Group,Clover Environrmental Education Area,SC,35.121456,-81.238503,WGS84,Google Maps,237,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-17
16805,Group,Old Oak-Basswoods-Savanna,WI,43.054859,-89.319557,WGS84,Google Maps,262,Auto-USGS-WebService,Suburban,Forest or woodland,200 ft,150 ft,5000 ft2,,,,,,,,-1,,,,,,,2014-02-21
16850,Group,Shi Center,SC,34.92915,-82.438683,WGS84,Google Maps,306,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 yd,100 yd,1000 m2,,,,,,,,-1,,,,,,,2014-02-25
16873,Group,Blue Hills 2,VA,37.309994,-79.895317,WGS84,Google Maps,329,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",25 ft,2600 ft,5 ac,,,,,,,,-1,,,,,,,2014-02-25
16876,Group,Mohonk Preserve Foothills Phenology Trail,NY,41.745537,-74.119392,WGS84,Google Maps,89,Auto-USGS-WebService,Rural,Forest or woodland,0 ft,0 ft,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,1,Two man-made ponds,"Site is mostly wooded, with wetland shrubs surrounding man-made ponds. One section of trail follows edge of agricultural field.",2014-02-25
16897,Personal,Backyard,VA,38.071678,-78.675873,WGS84,Google Maps,200,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-27
16917,Group,Robin Hood,VA,37.241226,-79.942352,WGS84,Google Maps,374,Auto-USGS-WebService,Urban,Forest or woodland,25 ft,0.7 mi,0.32 ac,,,,,,,,-1,,,,,,,2014-03-02
16925,Personal,Cullowhee Valley ,NC,35.759575,-79.019302,WGS84,Google Maps,64,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-03
16985,Personal,Tricor Ave,NY,41.743961,-74.085907,WGS84,Google Maps,84,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 yd,0.25 mi,0.34 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,West,1,1,,1,1,,,,,the yard contains both native and non-native plants; some plants cultivated and maintained and others untended,2014-03-05
17014,Personal,Cullowhee Valley 1st,NC,35.293438,-83.181061,WGS84,Google Maps,646,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-07
17017,Personal,MCI Framingham,MA,42.268288,-71.407219,WGS84,Google Maps,54,Auto-USGS-WebService,Suburban,Other (please describe in comments box),100 yd,,,,,,,,,,-1,,,,,,Prison courtyard,2014-03-07
17020,Personal,Swede Hallow,MN,44.959805,-93.075806,WGS84,Google Maps,229,Auto-USGS-WebService,Urban,Forest or woodland,250 ft,,,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,West,,,,0,,,,,,,2014-03-07
17037,Personal,Office,MN,44.959038,-93.075386,WGS84,Google Maps,241,Auto-USGS-WebService,Urban,Forest or woodland,20 ft,,1 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,West,,,,1,,,,,,,2014-03-10
17055,Personal,Cullowhee Valley 4th,NC,35.293438,-83.181061,WGS84,Google Maps,646,Auto-USGS-WebService,,,,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-03-12
17069,Group,Hannan,LA,30.468864,-90.182861,WGS84,Google Maps,5,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-13
17092,Personal,Uphome,MN,46.511665,-92.550247,WGS84,Google Maps,323,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",200 yd,200 yd,15 ac,,,,,,,,-1,,,,,,,2014-03-15
17100,Personal,Home/ front yard,MN,47.479015,-94.476631,WGS84,Google Maps,403,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",1 ft,1 mi,2 ac,,"Yes, and the site is...",On the top of the slope or on a ridge,,,1,,1,1,1,1,1,,This home is in a managed tree farm of 120 acres connected to the Chippewa National Forest on the east and south ,2014-03-16
17103,Personal,Marsh,MN,47.033489,-94.447609,WGS84,Google Maps,406,Auto-USGS-WebService,Wildlands or semi-wildlands,Open wetland (such as marsh or bog with few or no trees),1 mi,0 ft,25 ac,,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-03-16
17203,Personal,Lewiston HS,ID,46.411205,-117.014854,WGS84,Google Maps,266,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-18
17250,Personal,Wyndham front yard,IN,40.466507,-86.958763,WGS84,Google Maps,201,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-19
17270,Personal,VT Campus,VA,37.229572,-80.41394,WGS84,Google Maps,631,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-20
17331,Personal,Virginia Tech,VA,37.431572,-78.656891,WGS84,Google Maps,193,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-23
17348,Personal,Moms house,MN,44.046768,-92.460548,WGS84,Google Maps,721,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",1 ft,200 yd,0.5 ac,,,,,,,,-1,,,,,,,2014-03-24
17405,Personal,Carl Sandburg Home,NC,35.273144,-82.453087,WGS84,Google Maps,683,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-28
17407,Personal,Blacksburg New School,VA,37.268002,-80.415398,WGS84,Google Maps,650,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-28
17414,Personal,Buskirk,NY,42.936153,-73.433449,WGS84,Google Maps,146,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-30
17429,Personal,whitmire nature trail,SC,34.477066,-81.633675,WGS84,Google Maps,145,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-31
17442,Personal,yard#2,OH,40.709988,-81.885353,WGS84,Google Maps,327,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 yd,800 yd,2 ac,,,,,,,,-1,,,,,,,2014-03-31
17450,Personal,Whitmire Nature Trail,SC,34.477066,-81.633675,,,146,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2014-04-01
17473,Personal,School yard,NY,40.622581,-73.94619,WGS84,Google Maps,6,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-04-02
17497,Personal,home,NM,35.518261,-105.917198,WGS84,Google Maps,2066,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,5 mi,2000 ft2,,,,,,,,-1,,,,,,,2014-04-04
17503,Personal,Side Yard,ME,43.779648,-69.934822,WGS84,Google Maps,7,Auto-USGS-WebService,Rural,Forest or woodland,20 ft,30 ft,0.5 ac,,,,,,,,-1,,,,,,,2014-04-05
17537,Personal,Home,OH,41.484726,-83.657898,WGS84,Google Maps,199,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-04-07
17562,Group,Cary Institute Fern Glen,NY,41.78577,-73.731003,WGS84,Google Maps,126,Auto-USGS-WebService,Rural,Forested wetland (such as swamp or mangrove),10 ft,10 ft,10000 m2,,,,,,,,-1,,,,,,,2014-04-09
17569,Personal,MMS site #1 (Route 5 entrance),ME,43.582008,-70.699135,WGS84,Google Maps,94,Auto-USGS-WebService,Suburban,Forest or woodland,75 ft,1 mi,10 ac,,,,,,,,-1,,,,,,Located along the route 5 entrance to the school campus.,2014-04-10
17570,Personal,MMS site #2 (along PLT path),ME,43.582722,-70.700516,WGS84,Google Maps,97,Auto-USGS-WebService,Rural,Forest or woodland,75 ft,1 mi,10 ac,,,,,,,,-1,,,,,,Located along PLT path on northern fringe of property.,2014-04-10
17571,Personal,MMS site #3 (pond area),ME,43.581402,-70.702042,WGS84,Google Maps,95,Auto-USGS-WebService,Suburban,Forest or woodland,75 ft,1 mi,5 ac,,,,,,,,-1,,,,,,Located in the wooded area between the school and the pond.,2014-04-10
17574,Group,Ladies' Border &amp; Perennial Garden,NY,40.863052,-73.881592,WGS84,Google Maps,31,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",3 ft,1 mi,,,,,,,,,-1,,,,,,,2014-04-10
17582,Group,GRSM-Davenport Gap,TN,35.770512,-83.111603,User,User,610,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.75 mi,6.25 mi,,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,Northeast,,,,0,,,,,,,2014-04-11
17592,Personal,park rapids conifer circle ,MN,46.891422,-95.032089,WGS84,,1430,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,2014-04-12
17602,Personal,MMS site #4 (Old Alfred Road entrance),ME,43.581238,-70.704567,WGS84,Google Maps,95,Auto-USGS-WebService,Suburban,Forest or woodland,75 ft,1 mi,15 ac,,,,,,,,-1,,,,,,Located at the school entrance at the Old Alfred Road.,2014-04-13
17629,Personal,Haines Road,MN,46.784588,-92.173347,WGS84,,1330,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,2014-04-14
17630,Personal,1499 Massachusetts Avenue nw ,DC,38.906849,-77.034302,WGS84,,79,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,2014-04-14
17631,Personal,Driveway,ME,44.065788,-69.61438,WGS84,Google Maps,73,Auto-USGS-WebService,Rural,Forest or woodland,30 yd,900 yd,2500 ft2,,,,,,,,-1,,,,,,,2014-04-14
17680,Group,Kettlekamp Prairie,MN,44.924969,-92.789955,WGS84,Google Maps,249,Auto-USGS-WebService,Wildlands or semi-wildlands,"Grassland, meadow or tundra",100 yd,0.25 mi,33 ac,,,,,,,,-1,,,,,,"NPN suggests that sites should be 15 acres or less. We have 225 acres at Belwin divided into 50 compartments established in 1992. The compartments are based on habitats/ecotypes. Kettlekamp Prairie is the largest compartment at 33 acres. Even though it is larger than the 15 acre size limit, we would like to keep Kettlekamp as one site to remain consistent with past phenological reports. We have identified individual trees and bluebird houses within this site to help specify where observations were made.",2014-04-18
17684,Personal,Blacksburg New School,VA,37.268002,-80.415398,WGS84,Google Maps,649,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-04-18
17689,Personal,Blacksburg New School,VA,37.267727,-80.416023,WGS84,Google Maps,650,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-04-18
17691,Personal,Jaysnest,WI,45.564056,-90.983398,WGS84,Google Maps,381,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,,2 mi,45 ac,,,,,,,,-1,,,,,,,2014-04-18
17716,Personal,my front yard,NY,41.887539,-74.252365,WGS84,Google Maps,240,Auto-USGS-WebService,Rural,"Agricultural field, cropland or pasture",200 ft,0.5 mi,2 ac,,,,,,,,-1,,,,,,,2014-04-21
17731,Group,Happy Valley,NY,42.020794,-74.243362,WGS84,Google Maps,254,Auto-USGS-WebService,Rural,Forest or woodland,500 ft,500 ft,7 ac,,,,,,,,-1,,,,,,4 large patches of tagged plants,2014-04-24
17732,Personal,Burke Mountain,VT,44.602676,-71.895271,WGS84,Google Maps,450,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-04-24
17736,Personal,"RCTC, Rochester",MN,44.021812,-92.438515,WGS84,Google Maps,307,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",15 ft,2 mi,0.5 ac,,,,,,,,-1,,,,,,TEMPORARY / DEMONSTRATION SITE,2014-04-25
17753,Group,Ethan Pond Trail (EP1),NH,44.168583,-71.38765,User,User,395,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.2 mi,0.1 mi,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"On Wiley House Station Road, downhill from large water drain",2014-04-28
17754,Group,Ethan Pond Trail (EP2),NH,44.167084,-71.385849,User,User,429,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,10 ft,50 yd,100 ft2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Along parking lot at end of Wiley House Road,2014-04-28
17755,Group,Webster Cliff Trail (WC1),NH,44.171101,-71.386131,User,User,383,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,100 yd,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Just past National Forest Sign at beginning of trailhead,2014-04-28
17756,Group,Webster Cliff Trail (WC2),NH,44.171883,-71.385483,User,User,381,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.1 mi,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"After passing over bridge, site located around fork in trails (Saco River Tr. and Webster Cliff Tr.)",2014-04-28
17757,Group,Webster Cliff Trail (WC3),NH,44.172134,-71.384315,User,User,403,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.15 mi,0.1 mi,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,On Webster Cliff Trail near big rock right next to path,2014-04-28
17758,Group,Square Ledge (SQL2),NH,44.256454,-71.247581,WGS84,Google Maps,655,Auto-USGS-WebService,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),0.5 mi,0.5 mi,100 sqyd,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,West,,,,-1,,,,,,"After hangover rock, at major switch back",2014-04-28
17767,Group,Glen Ellis Falls (GE1),NH,44.246014,-71.254158,WGS84,Google Maps,594,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,25 ft,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Near picnic table and grill area when first coming into parking lot,2014-04-29
17768,Personal,Back Yard,MN,45.031456,-93.175041,WGS84,Google Maps,280,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,1 mi,300 ft2,,,,,,,,-1,,,,,,back yard,2014-04-29
17769,Group,Glen Ellis Falls (GE2),NH,44.245659,-71.253677,WGS84,Google Maps,588,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,10 ft,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Trees located around parking lot area closest to tunnel,2014-04-29
17793,Personal,home,ME,44.399731,-68.724075,WGS84,Google Maps,11,Auto-USGS-WebService,Rural,Forest or woodland,50 yd,0.25 mi,2 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,West,1,1,,1,1,1,,,,,2014-05-02
17794,Personal,side yard,ME,44.508011,-68.351067,WGS84,Google Maps,75,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-05-02
17795,Personal,home,NH,42.967148,-72.309204,WGS84,Google Maps,157,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",20 ft,1 mi,7 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",On the top of the slope or on a ridge,Southeast,,,,1,1,1,1,1,,"The actual address is 61 W Surry Road, not 25-33 W Surry Road as chosen by the map program.",2014-05-02
17800,Personal,Chatham &amp; North Bassett,MA,42.082413,-71.040581,WGS84,Google Maps,41,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",20 ft,1 mi,15 ac,,,,,,,,-1,,,,,,Two homeowner less than a hundred yards apart have large sugar maples and a black oak.  House lots are moderate in size with a fair proportion of large old trees.,2014-05-03
17801,Personal,West Elm St near West St,MA,42.079826,-71.043442,WGS84,Google Maps,41,Auto-USGS-WebService,Suburban,Other (please describe in comments box),5 ft,1 mi,1 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Street trees between sidewalk and curb.,2014-05-03
17818,Personal,front yard,MI,42.470772,-83.051575,WGS84,Google Maps,189,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-05-06
17823,Personal,PSULV,PA,40.558731,-75.403259,WGS84,Google Maps,119,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-05-06
17825,Group,Keys Gap (WV),WV,39.259186,-77.766342,WGS84,Google Maps,296,Auto-USGS-WebService,Rural,Forest or woodland,100 ft,1 mi,422400 ft2,,,,,,,,-1,,,,,,,2014-05-07
17893,Personal,501,ME,43.629707,-70.280785,,,7,Google Elevation Service,Suburban,"Pavement (such as asphalt, concrete, brick)",,,,,,,,,,,-1,,,,,,,2014-05-20
18132,Group,Huyck Preserve Falls Trail,NY,42.515305,-74.140076,WGS84,Google Maps,417,Auto-USGS-WebService,Rural,Forest or woodland,100 ft,10 ft,500 ft2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,South,,,,0,,,,,,"Trail wraps around both sides of slopped hills, in the valley area around 10 mile creek, first half of trail the slope faces south, the second half the slope faces north",2014-05-27
18145,Group,James River (VA),VA,37.594566,-79.391006,WGS84,Google Maps,204,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,1000 ft,50 ft,0.6 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northeast,,,,-1,,,,,,,2014-05-28
18151,Group,Scarsdale Middle School ,NY,40.992683,-73.775513,WGS84,Google Maps,74,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-05-30
